t,roll,pitch
3.590217,0.000541,-0.046623
3.592220,0.000515,-0.047469
3.594207,0.000518,-0.048365
3.596212,0.000423,-0.049232
3.598223,0.000566,-0.050121
3.600225,0.000418,-0.050988
3.602123,0.000269,-0.051740
3.604169,0.000145,-0.052618
3.606286,0.000127,-0.053634
3.608333,0.000271,-0.054486
3.610188,0.000218,-0.055198
3.612199,0.000232,-0.055960
3.614123,0.000198,-0.056797
3.616227,0.000183,-0.057685
3.618197,0.000092,-0.058501
3.620139,0.000097,-0.059316
3.622219,0.000088,-0.060090
3.624204,0.000152,-0.060849
3.626217,0.000180,-0.061671
3.628201,0.000174,-0.062524
3.630211,0.000140,-0.063231
3.632203,0.000183,-0.064001
3.634209,0.000149,-0.064693
3.636197,0.000172,-0.065402
3.638203,0.000088,-0.066058
3.640200,0.000150,-0.066825
3.642198,0.000089,-0.067587
3.644044,0.000154,-0.068177
3.646255,0.000254,-0.068826
3.648197,0.000371,-0.069476
3.650200,0.000407,-0.070081
3.652213,0.000489,-0.070748
3.654222,0.000560,-0.071356
3.656209,0.000466,-0.071906
3.658201,0.000461,-0.072515
3.660203,0.000433,-0.073040
3.662200,0.000365,-0.073491
3.664207,0.000451,-0.074152
3.666217,0.000544,-0.074731
3.668240,0.000523,-0.075294
3.670191,0.000564,-0.075770
3.672197,0.000626,-0.076246
3.674208,0.000499,-0.076796
3.676211,0.000392,-0.077341
3.678273,0.000390,-0.077907
3.680193,0.000531,-0.078341
3.682203,0.000460,-0.078862
3.684202,0.000530,-0.079304
3.686217,0.000650,-0.079848
3.688196,0.000669,-0.080175
3.690130,0.000668,-0.080491
3.692185,0.000607,-0.080918
3.694081,0.000608,-0.081306
3.696224,0.000474,-0.081725
3.698214,0.000471,-0.082091
3.700417,0.000494,-0.082472
3.702174,0.000416,-0.082755
3.704210,0.000374,-0.083078
3.706273,0.000342,-0.083452
3.708190,0.000453,-0.083801
3.710206,0.000438,-0.084092
3.712203,0.000356,-0.084366
3.714215,0.000335,-0.084626
3.716221,0.000303,-0.084793
3.718221,0.000319,-0.085083
3.720163,0.000400,-0.085232
3.722167,0.000405,-0.085474
3.724056,0.000348,-0.085661
3.726234,0.000320,-0.085865
3.728004,0.000213,-0.085895
3.730226,0.000240,-0.086058
3.732199,0.000237,-0.086154
3.734205,0.000301,-0.086257
3.736215,0.000301,-0.086361
3.738200,0.000240,-0.086485
3.740218,0.000224,-0.086586
3.742406,0.000258,-0.086643
3.744175,0.000258,-0.086680
3.746206,0.000246,-0.086688
3.748218,0.000302,-0.086827
3.750208,0.000308,-0.086808
3.752203,0.000313,-0.086801
3.754032,0.000420,-0.086836
3.756274,0.000346,-0.086736
3.758200,0.000250,-0.086629
3.760252,0.000244,-0.086534
3.764576,0.000203,-0.086278
3.766153,0.000197,-0.086223
3.768058,0.000158,-0.086073
3.770184,0.000167,-0.085933
3.772207,0.000217,-0.085763
3.774201,0.000086,-0.085616
3.776205,0.000026,-0.085548
3.778259,0.000122,-0.085301
3.780155,0.000110,-0.085152
3.782204,0.000051,-0.084963
3.784211,0.000074,-0.084764
3.786206,0.000093,-0.084566
3.788199,0.000126,-0.084271
3.790202,0.000088,-0.084076
3.792203,0.000017,-0.083777
3.794237,-0.000132,-0.083422
3.796211,-0.000113,-0.083025
3.798204,-0.000236,-0.082820
3.800199,-0.000228,-0.082519
3.802204,-0.000373,-0.082312
3.804249,-0.000331,-0.081944
3.806205,-0.000377,-0.081539
3.808234,-0.000391,-0.080973
3.810214,-0.000351,-0.080599
3.812204,-0.000424,-0.080211
3.814206,-0.000257,-0.079772
3.816218,-0.000270,-0.079371
3.818203,-0.000223,-0.078860
3.820225,-0.000217,-0.078440
3.822192,-0.000087,-0.078021
3.824201,-0.000164,-0.077429
3.826198,-0.000170,-0.076880
3.828267,-0.000225,-0.076317
3.830201,-0.000253,-0.075799
3.832202,-0.000222,-0.075285
3.834218,-0.000099,-0.074748
3.836206,-0.000143,-0.074150
3.838216,-0.000179,-0.073499
3.840198,-0.000102,-0.073009
3.842204,-0.000001,-0.072390
3.844198,-0.000064,-0.071891
3.846220,-0.000064,-0.071188
3.848185,-0.000077,-0.070663
3.850202,-0.000018,-0.069927
3.852203,-0.000090,-0.069273
3.854208,-0.000008,-0.068615
3.856244,-0.000034,-0.067861
3.858430,0.000075,-0.067027
3.860175,0.000147,-0.066404
3.862225,0.000197,-0.065696
3.864200,0.000150,-0.064998
3.866215,0.000137,-0.064299
3.868241,0.000177,-0.063581
3.870206,0.000231,-0.062787
3.872232,0.000168,-0.062020
3.874084,0.000189,-0.061412
3.876262,0.000209,-0.060652
3.878191,0.000211,-0.059860
3.880226,0.000274,-0.059077
3.882195,0.000315,-0.058211
3.884224,0.000321,-0.057417
3.886206,0.000373,-0.056600
3.888229,0.000448,-0.055711
3.890222,0.000415,-0.054970
3.892196,0.000395,-0.054119
3.894215,0.000436,-0.053266
3.896210,0.000444,-0.052298
3.898199,0.000448,-0.051438
3.900209,0.000423,-0.050557
3.902201,0.000333,-0.049698
3.904271,0.000401,-0.048770
3.906243,0.000434,-0.047870
3.908209,0.000365,-0.046997
3.910210,0.000415,-0.046080
3.912199,0.000367,-0.045211
3.914207,0.000291,-0.044277
3.916216,0.000326,-0.043315
3.918198,0.000368,-0.042415
3.920200,0.000291,-0.041585
3.922204,0.000269,-0.040686
3.924048,0.000306,-0.039793
3.926239,0.000370,-0.038652
3.928197,0.000411,-0.037781
3.930200,0.000510,-0.036781
3.932230,0.000514,-0.035854
3.934210,0.000576,-0.034871
3.936254,0.000539,-0.033838
3.938192,0.000424,-0.032837
3.940207,0.000397,-0.031791
3.942211,0.000464,-0.030692
3.944212,0.000458,-0.029623
3.946230,0.000396,-0.028574
3.948214,0.000403,-0.027525
3.950203,0.000305,-0.026521
3.952208,0.000353,-0.025545
3.954209,0.000371,-0.024538
3.956200,0.000366,-0.023530
3.958214,0.000306,-0.022433
3.960246,0.000341,-0.021361
3.962192,0.000331,-0.020268
3.964211,0.000294,-0.019210
3.966211,0.000235,-0.018151
3.968204,0.000145,-0.017027
3.970270,0.000104,-0.015936
3.972190,0.000176,-0.014953
3.974200,0.000194,-0.013832
3.976215,0.000101,-0.012888
3.978197,0.000135,-0.011743
3.980208,0.000146,-0.010648
3.982195,0.000139,-0.009637
3.984202,0.000135,-0.008525
3.986252,0.000148,-0.007516
3.988195,0.000184,-0.006452
3.990201,0.000161,-0.005343
3.992201,0.000005,-0.004178
3.994203,0.000040,-0.003141
3.996213,0.000029,-0.001997
3.998216,-0.000085,-0.000923
4.000201,-0.000122,0.000088
4.002198,-0.000151,0.001200
4.004198,-0.000200,0.002363
4.006214,-0.000135,0.003467
4.008206,-0.000106,0.004508
4.010198,-0.000197,0.005615
4.012207,-0.000043,0.006784
4.014018,-0.000112,0.007760
4.016247,-0.000056,0.008872
4.018199,-0.000047,0.009927
4.020209,-0.000044,0.010894
4.022194,0.000026,0.011986
4.024233,-0.000010,0.013139
4.026205,0.000064,0.014144
4.028206,0.000207,0.015236
4.030210,0.000246,0.016301
4.032204,0.000291,0.017432
4.034225,0.000296,0.018496
4.036208,0.000312,0.019544
4.038017,0.000383,0.020476
4.040238,0.000396,0.021733
4.042199,0.000343,0.022778
4.044330,0.000312,0.023918
4.046210,0.000259,0.024931
4.048205,0.000192,0.026096
4.050200,0.000122,0.027095
4.052204,0.000034,0.028203
4.054023,0.000092,0.029063
4.056240,0.000097,0.030197
4.058217,0.000118,0.031178
4.060298,0.000131,0.032289
4.062186,0.000214,0.033283
4.064169,0.000243,0.034410
4.066102,0.000298,0.035433
4.068222,0.000241,0.036562
4.070217,0.000174,0.037650
4.072206,0.000118,0.038663
4.074239,0.000131,0.039712
4.076212,0.000154,0.040641
4.078196,0.000192,0.041546
4.080215,0.000328,0.042518
4.082189,0.000444,0.043576
4.084210,0.000353,0.044549
4.086215,0.000433,0.045427
4.088204,0.000367,0.046326
4.090238,0.000343,0.047227
4.092195,0.000309,0.048066
4.094074,0.000301,0.048990
4.096112,0.000226,0.049982
4.098233,0.000171,0.050853
4.100106,0.000141,0.051631
4.102209,0.000044,0.052540
4.104026,-0.000003,0.053325
4.106280,-0.000064,0.054271
4.108254,-0.000085,0.055163
4.110191,-0.000145,0.056001
4.112205,-0.000093,0.056843
4.114204,-0.000045,0.057678
4.116219,0.000033,0.058502
4.118204,0.000039,0.059372
4.120205,0.000060,0.060203
4.122206,0.000105,0.061105
4.124203,0.000033,0.061871
4.126108,0.000107,0.062517
4.128217,0.000066,0.063313
4.130219,0.000115,0.064113
4.132200,0.000164,0.064858
4.134216,0.000245,0.065515
4.136216,0.000328,0.066247
4.138203,0.000390,0.066956
4.140206,0.000446,0.067581
4.142201,0.000486,0.068301
4.144203,0.000439,0.069030
4.146131,0.000373,0.069724
4.148205,0.000438,0.070371
4.150199,0.000387,0.070985
4.152203,0.000532,0.071630
4.154062,0.000548,0.072188
4.156242,0.000498,0.073044
4.158195,0.000458,0.073577
4.160207,0.000405,0.074052
4.162204,0.000455,0.074663
4.164208,0.000554,0.075262
4.166215,0.000653,0.075796
4.168202,0.000643,0.076349
4.170277,0.000664,0.076931
4.172194,0.000680,0.077575
4.174204,0.000629,0.078147
4.176209,0.000649,0.078681
4.178209,0.000605,0.079162
4.180225,0.000650,0.079647
4.182193,0.000754,0.080055
4.184212,0.000804,0.080450
4.186279,0.000837,0.080953
4.188202,0.000873,0.081325
4.190561,0.000947,0.081815
4.192078,0.001006,0.082066
4.194266,0.001001,0.082516
4.196224,0.001009,0.082914
4.198016,0.001018,0.083206
4.200231,0.000994,0.083568
4.202206,0.001030,0.083925
4.204203,0.000992,0.084311
4.206220,0.001069,0.084660
4.208205,0.001015,0.084922
4.210187,0.001034,0.085151
4.212276,0.001014,0.085364
4.214197,0.000996,0.085551
4.216204,0.000949,0.085823
4.218206,0.000935,0.086073
4.220202,0.000924,0.086363
4.222199,0.000913,0.086498
4.224245,0.000943,0.086755
4.226216,0.000964,0.086861
4.228206,0.000973,0.087017
4.230212,0.001013,0.087117
4.232203,0.000927,0.087220
4.234047,0.000863,0.087310
4.236249,0.000916,0.087407
4.238192,0.000858,0.087419
4.240264,0.000745,0.087444
4.242188,0.000678,0.087489
4.244301,0.000859,0.087561
4.246196,0.000798,0.087595
4.248235,0.000743,0.087671
4.250203,0.000740,0.087729
4.252204,0.000820,0.087809
4.254115,0.000860,0.087861
4.256216,0.000900,0.087893
4.258228,0.000835,0.087855
4.260222,0.000899,0.087669
4.262197,0.000874,0.087682
4.264205,0.000873,0.087702
4.266267,0.000880,0.087656
4.269594,0.000948,0.087510
4.270023,0.000930,0.087487
4.272206,0.000900,0.087309
4.274204,0.000913,0.087136
4.276215,0.000758,0.086981
4.278201,0.000834,0.086807
4.280210,0.000877,0.086597
4.282199,0.000851,0.086380
4.284208,0.000861,0.086158
4.286232,0.000815,0.085926
4.288200,0.000773,0.085668
4.290199,0.000810,0.085349
4.292338,0.000826,0.085049
4.294189,0.000835,0.084646
4.296214,0.000849,0.084244
4.298710,0.000760,0.083696
4.300139,0.000768,0.083410
4.302223,0.000779,0.083059
4.304199,0.000781,0.082653
4.306202,0.000826,0.082314
4.308192,0.000836,0.081832
4.310204,0.000851,0.081549
4.312195,0.000881,0.081084
4.314210,0.000885,0.080570
4.316209,0.000806,0.080108
4.318220,0.000723,0.079568
4.320199,0.000764,0.079012
4.322205,0.000824,0.078437
4.324200,0.000808,0.077955
4.326221,0.000778,0.077278
4.328207,0.000839,0.076742
4.330198,0.000781,0.076256
4.332203,0.000615,0.075792
4.334196,0.000608,0.075292
4.336211,0.000589,0.074655
4.338219,0.000602,0.073997
4.340202,0.000634,0.073467
4.342190,0.000716,0.072865
4.344200,0.000698,0.072299
4.346234,0.000703,0.071739
4.348219,0.000733,0.071160
4.350201,0.000787,0.070504
4.352197,0.000816,0.069775
4.354148,0.000790,0.069116
4.356230,0.000726,0.068390
4.358417,0.000659,0.067723
4.360203,0.000690,0.067104
4.362189,0.000646,0.066340
4.364203,0.000638,0.065503
4.366209,0.000614,0.064751
4.368216,0.000639,0.063990
4.370572,0.000611,0.063193
4.372152,0.000504,0.062590
4.374206,0.000508,0.061729
4.376211,0.000493,0.060937
4.378227,0.000585,0.060072
4.380196,0.000491,0.059334
4.382048,0.000470,0.058562
4.384246,0.000466,0.057668
4.386208,0.000427,0.056909
4.388230,0.000435,0.056104
4.390232,0.000393,0.055344
4.392195,0.000369,0.054588
4.394284,0.000477,0.053617
4.396203,0.000459,0.052794
4.398191,0.000478,0.051970
4.400202,0.000384,0.051125
4.402198,0.000263,0.050201
4.404299,0.000255,0.049177
4.406210,0.000275,0.048307
4.408211,0.000315,0.047445
4.410208,0.000335,0.046477
4.412203,0.000304,0.045554
4.414204,0.000365,0.044643
4.416209,0.000453,0.043730
4.418205,0.000529,0.042819
4.420198,0.000527,0.041797
4.422200,0.000412,0.040801
4.424212,0.000394,0.039854
4.426218,0.000347,0.038818
4.428199,0.000322,0.037930
4.430202,0.000319,0.036906
4.432202,0.000222,0.035971
4.434256,0.000272,0.034926
4.436216,0.000355,0.034048
4.438204,0.000401,0.033077
4.440209,0.000429,0.032054
4.442261,0.000391,0.031080
4.444208,0.000239,0.030147
4.446203,0.000161,0.029137
4.448189,0.000145,0.028081
4.450252,0.000014,0.027092
4.452198,-0.000025,0.026136
4.454209,-0.000036,0.025110
4.456213,-0.000033,0.024012
4.458225,-0.000015,0.023051
4.460201,0.000000,0.021977
4.462063,0.000010,0.021058
4.464025,-0.000044,0.020012
4.466225,-0.000023,0.018916
4.468225,0.000116,0.017796
4.470202,0.000058,0.016776
4.472197,-0.000041,0.015754
4.474201,-0.000125,0.014667
4.476219,-0.000192,0.013665
4.478206,-0.000249,0.012567
4.480329,-0.000268,0.011353
4.482186,-0.000195,0.010362
4.484204,-0.000209,0.009283
4.486212,-0.000296,0.008166
4.488217,-0.000233,0.007052
4.490203,-0.000218,0.005971
4.492200,-0.000151,0.004876
4.494210,-0.000086,0.003637
4.496212,-0.000060,0.002508
4.498209,-0.000045,0.001368
4.500218,-0.000010,0.000246
4.502194,0.000005,-0.000962
4.504205,0.000056,-0.002054
4.506213,-0.000003,-0.003119
4.508206,0.000072,-0.004284
4.510189,0.000075,-0.005346
4.512191,0.000136,-0.006343
4.514248,0.000098,-0.007387
4.516130,0.000063,-0.008381
4.518211,0.000055,-0.009589
4.520091,0.000032,-0.010663
4.522211,0.000030,-0.011880
4.524199,0.000108,-0.013024
4.526214,0.000107,-0.014173
4.528205,0.000105,-0.015214
4.530182,0.000101,-0.016122
4.532192,0.000192,-0.017306
4.534205,0.000092,-0.018361
4.536219,0.000106,-0.019469
4.538213,0.000045,-0.020588
4.540199,-0.000043,-0.021698
4.542197,-0.000031,-0.022732
4.544205,0.000009,-0.023694
4.546217,-0.000009,-0.024727
4.548208,-0.000060,-0.025869
4.550216,-0.000077,-0.027012
4.552218,-0.000086,-0.028101
4.554211,-0.000139,-0.029183
4.556207,-0.000125,-0.030277
4.558267,-0.000161,-0.031297
4.560216,-0.000057,-0.032265
4.562235,-0.000067,-0.033255
4.564192,-0.000050,-0.034202
4.566199,-0.000096,-0.035205
4.568216,-0.000144,-0.036116
4.570208,-0.000142,-0.037080
4.572203,-0.000096,-0.038044
4.574216,-0.000190,-0.039021
4.576214,-0.000241,-0.039957
4.578221,-0.000283,-0.040941
4.580236,-0.000240,-0.041922
4.582214,-0.000345,-0.042851
4.584204,-0.000342,-0.043772
4.586219,-0.000318,-0.044784
4.588200,-0.000218,-0.045631
4.590305,-0.000178,-0.046641
4.592190,-0.000124,-0.047478
4.594075,-0.000042,-0.048265
4.596229,-0.000098,-0.049275
4.598029,-0.000154,-0.050026
4.600231,-0.000164,-0.050902
4.602195,-0.000294,-0.051752
4.604014,-0.000304,-0.052585
4.606245,-0.000204,-0.053499
4.608203,-0.000195,-0.054344
4.610361,-0.000159,-0.055155
4.612177,-0.000008,-0.055938
4.614263,0.000043,-0.056708
4.616200,-0.000021,-0.057502
4.618200,-0.000030,-0.058307
4.620202,-0.000131,-0.059080
4.622210,-0.000122,-0.059973
4.624213,-0.000242,-0.060859
4.626219,-0.000147,-0.061557
4.628202,-0.000199,-0.062308
4.630205,-0.000183,-0.063061
4.632198,-0.000186,-0.063841
4.634073,-0.000245,-0.064551
4.636257,-0.000274,-0.065426
4.638195,-0.000415,-0.066041
4.640215,-0.000469,-0.066703
4.642202,-0.000447,-0.067274
4.644206,-0.000514,-0.067971
4.646214,-0.000473,-0.068645
4.648200,-0.000534,-0.069210
4.650205,-0.000518,-0.069848
4.652196,-0.000495,-0.070431
4.654117,-0.000489,-0.071069
4.656250,-0.000414,-0.071703
4.658193,-0.000431,-0.072283
4.660217,-0.000412,-0.072981
4.662211,-0.000442,-0.073616
4.664066,-0.000489,-0.074130
4.666246,-0.000405,-0.074738
4.668193,-0.000433,-0.075247
4.670201,-0.000392,-0.075749
4.672199,-0.000448,-0.076290
4.674205,-0.000385,-0.076851
4.676217,-0.000417,-0.077249
4.678027,-0.000456,-0.077737
4.680231,-0.000356,-0.078362
4.682222,-0.000306,-0.078816
4.684107,-0.000310,-0.079138
4.686227,-0.000210,-0.079648
4.688204,-0.000247,-0.080089
4.690201,-0.000229,-0.080475
4.692198,-0.000299,-0.080967
4.694212,-0.000203,-0.081289
4.696212,-0.000212,-0.081746
4.698202,-0.000212,-0.082220
4.700201,-0.000167,-0.082736
4.703094,-0.000207,-0.083216
4.704085,-0.000186,-0.083359
4.706316,-0.000175,-0.083691
4.708193,-0.000203,-0.083989
4.710208,-0.000173,-0.084191
4.712120,-0.000176,-0.084518
4.714077,-0.000259,-0.084832
4.716240,-0.000356,-0.085130
4.718200,-0.000363,-0.085412
4.720160,-0.000466,-0.085617
4.722203,-0.000467,-0.085909
4.724080,-0.000562,-0.086065
4.726260,-0.000582,-0.086300
4.728192,-0.000535,-0.086512
4.730201,-0.000553,-0.086573
4.732201,-0.000568,-0.086724
4.734076,-0.000615,-0.086725
4.736223,-0.000731,-0.086789
4.738195,-0.000727,-0.086898
4.740199,-0.000707,-0.086973
4.742198,-0.000674,-0.087014
4.744210,-0.000674,-0.087032
4.746223,-0.000546,-0.087095
4.748197,-0.000473,-0.087060
4.750207,-0.000463,-0.087052
4.752222,-0.000481,-0.087068
4.754198,-0.000523,-0.087034
4.756219,-0.000518,-0.087074
4.758195,-0.000585,-0.087045
4.760207,-0.000519,-0.086863
4.762197,-0.000629,-0.086870
4.764244,-0.000699,-0.086780
4.766089,-0.000681,-0.086709
4.768061,-0.000587,-0.086537
4.770252,-0.000659,-0.086346
4.772020,-0.000656,-0.086219
4.774237,-0.000725,-0.086117
4.776209,-0.000633,-0.085913
4.778209,-0.000636,-0.085749
4.780206,-0.000600,-0.085615
4.782131,-0.000610,-0.085526
4.784180,-0.000527,-0.085304
4.786224,-0.000524,-0.085110
4.788289,-0.000533,-0.084861
4.790195,-0.000557,-0.084596
4.792301,-0.000512,-0.084306
4.794187,-0.000508,-0.084007
4.796200,-0.000458,-0.083656
4.798205,-0.000432,-0.083296
4.800228,-0.000415,-0.083046
4.802211,-0.000447,-0.082661
4.804090,-0.000514,-0.082392
4.806212,-0.000569,-0.082076
4.808207,-0.000534,-0.081793
4.810211,-0.000478,-0.081411
4.812209,-0.000523,-0.081003
4.814200,-0.000583,-0.080517
4.816203,-0.000606,-0.080145
4.818212,-0.000504,-0.079793
4.820197,-0.000595,-0.079316
4.822201,-0.000512,-0.078825
4.824209,-0.000523,-0.078288
4.826202,-0.000533,-0.077810
4.828204,-0.000622,-0.077377
4.830203,-0.000653,-0.076795
4.832203,-0.000582,-0.076272
4.834278,-0.000679,-0.075611
4.836200,-0.000595,-0.075049
4.838204,-0.000498,-0.074529
4.840230,-0.000486,-0.073961
4.842196,-0.000369,-0.073406
4.844215,-0.000347,-0.072681
4.846210,-0.000313,-0.072120
4.848205,-0.000237,-0.071502
4.850202,-0.000215,-0.070936
4.852203,-0.000260,-0.070179
4.854206,-0.000298,-0.069589
4.856219,-0.000368,-0.068818
4.858206,-0.000378,-0.068162
4.860345,-0.000389,-0.067329
4.862188,-0.000387,-0.066736
4.864205,-0.000414,-0.065971
4.866046,-0.000394,-0.065258
4.868238,-0.000316,-0.064595
4.870211,-0.000326,-0.063917
4.872198,-0.000395,-0.063185
4.874244,-0.000413,-0.062430
4.876210,-0.000401,-0.061719
4.878200,-0.000445,-0.060983
4.880213,-0.000388,-0.060207
4.882203,-0.000396,-0.059336
4.884203,-0.000532,-0.058555
4.886221,-0.000499,-0.057709
4.888209,-0.000486,-0.056742
4.890192,-0.000489,-0.055796
4.892247,-0.000413,-0.054874
4.894116,-0.000412,-0.054128
4.896215,-0.000420,-0.053182
4.898209,-0.000309,-0.052411
4.900325,-0.000366,-0.051484
4.902001,-0.000408,-0.050777
4.904227,-0.000434,-0.049877
4.906216,-0.000477,-0.048918
4.908204,-0.000386,-0.048040
4.910214,-0.000399,-0.047054
4.912196,-0.000358,-0.046154
4.914094,-0.000275,-0.045237
4.916234,-0.000311,-0.044222
4.918218,-0.000290,-0.043330
4.920213,-0.000396,-0.042383
4.922168,-0.000364,-0.041336
4.924178,-0.000516,-0.040369
4.926230,-0.000501,-0.039321
4.928062,-0.000637,-0.038354
4.930362,-0.000641,-0.037216
4.933127,-0.000729,-0.035725
4.934107,-0.000725,-0.035207
4.936268,-0.000544,-0.034093
4.938209,-0.000438,-0.033145
4.940254,-0.000448,-0.032017
4.942515,-0.000426,-0.030765
4.944163,-0.000409,-0.029890
4.946244,-0.000411,-0.028807
4.948195,-0.000369,-0.027770
4.950190,-0.000380,-0.026754
4.952202,-0.000599,-0.025585
4.954205,-0.000750,-0.024501
4.956199,-0.000727,-0.023571
4.958053,-0.000670,-0.022495
4.960224,-0.000614,-0.021230
4.962212,-0.000703,-0.020147
4.964211,-0.000741,-0.019104
4.966226,-0.000709,-0.018034
4.968213,-0.000609,-0.016990
4.970192,-0.000633,-0.016047
4.972203,-0.000578,-0.014972
4.974199,-0.000548,-0.013903
4.976210,-0.000534,-0.012799
4.978202,-0.000436,-0.011582
4.980198,-0.000393,-0.010490
4.982223,-0.000388,-0.009484
4.984198,-0.000411,-0.008457
4.986216,-0.000448,-0.007402
4.988197,-0.000452,-0.006391
4.990250,-0.000378,-0.005292
4.992188,-0.000486,-0.004271
4.994087,-0.000543,-0.003157
4.996224,-0.000545,-0.002019
4.998033,-0.000503,-0.001048
5.000245,-0.000529,0.000152
5.002198,-0.000539,0.001284
5.004250,-0.000598,0.002346
5.006212,-0.000582,0.003358
5.008203,-0.000582,0.004527
5.010207,-0.000582,0.005643
5.012200,-0.000661,0.006705
5.014210,-0.000621,0.007865
5.016217,-0.000546,0.009025
5.018192,-0.000644,0.010210
5.020209,-0.000640,0.011226
5.022213,-0.000593,0.012370
5.024116,-0.000512,0.013401
5.026227,-0.000418,0.014558
5.028196,-0.000362,0.015594
5.030247,-0.000374,0.016707
5.032103,-0.000282,0.017602
5.034247,-0.000190,0.018784
5.036214,-0.000248,0.019853
5.038321,-0.000414,0.020927
5.040190,-0.000357,0.021841
5.042217,-0.000294,0.022972
5.044353,-0.000221,0.023994
5.046211,-0.000274,0.024939
5.048205,-0.000286,0.026058
5.050202,-0.000104,0.026984
5.052196,-0.000145,0.027965
5.054072,-0.000182,0.028962
5.056223,-0.000159,0.030074
5.058037,-0.000127,0.030985
5.060225,-0.000192,0.032147
5.062199,-0.000181,0.033113
5.064204,-0.000255,0.034100
5.066220,-0.000218,0.035131
5.068202,-0.000258,0.036028
5.070206,-0.000236,0.036954
5.072109,-0.000217,0.037865
5.074210,-0.000185,0.038998
5.076206,-0.000197,0.040028
5.078205,-0.000117,0.041059
5.080215,-0.000091,0.041963
5.082202,-0.000057,0.042900
5.084204,-0.000148,0.043936
5.086209,-0.000174,0.044797
5.088209,-0.000154,0.045761
5.090224,-0.000113,0.046660
5.092198,-0.000148,0.047493
5.094203,-0.000133,0.048407
5.096214,-0.000032,0.049390
5.098207,-0.000148,0.050250
5.100213,-0.000194,0.051143
5.102202,-0.000236,0.052169
5.104222,-0.000343,0.053037
5.106236,-0.000248,0.053924
5.108201,-0.000249,0.054739
5.110253,-0.000220,0.055603
5.112271,-0.000137,0.056403
5.114209,-0.000117,0.057118
5.116252,-0.000091,0.058029
5.118196,-0.000071,0.058810
5.120204,-0.000094,0.059541
5.122212,-0.000208,0.060405
5.124210,-0.000330,0.061082
5.126199,-0.000325,0.061903
5.128197,-0.000261,0.062769
5.130204,-0.000273,0.063496
5.132205,-0.000354,0.064215
5.134208,-0.000451,0.064991
5.136217,-0.000254,0.065645
5.138211,-0.000318,0.066295
5.140203,-0.000470,0.066996
5.142221,-0.000413,0.067728
5.144213,-0.000388,0.068405
5.146253,-0.000379,0.069017
5.148188,-0.000399,0.069491
5.150201,-0.000380,0.070119
5.152202,-0.000426,0.070783
5.154285,-0.000372,0.071372
5.156202,-0.000407,0.071961
5.158202,-0.000433,0.072589
5.160207,-0.000399,0.073086
5.162198,-0.000431,0.073637
5.164238,-0.000313,0.074198
5.166210,-0.000193,0.074740
5.168273,-0.000279,0.075290
5.170198,-0.000180,0.075740
5.172205,-0.000217,0.076191
5.174023,-0.000085,0.076733
5.176237,-0.000128,0.077195
5.178199,-0.000170,0.077629
5.180202,-0.000205,0.078059
5.182199,-0.000203,0.078547
5.184211,-0.000296,0.078923
5.186223,-0.000326,0.079372
5.188206,-0.000214,0.079767
5.190201,-0.000116,0.080175
5.192199,-0.000113,0.080602
5.194209,-0.000083,0.080912
5.196215,-0.000060,0.081374
5.198226,-0.000161,0.081792
5.200199,-0.000173,0.082034
5.202345,-0.000156,0.082445
5.204426,-0.000197,0.082713
5.206157,-0.000342,0.083020
5.208208,-0.000317,0.083325
5.210206,-0.000360,0.083506
5.212203,-0.000303,0.083853
5.214098,-0.000304,0.084056
5.216244,-0.000303,0.084465
5.218212,-0.000361,0.084736
5.220236,-0.000340,0.084915
5.222202,-0.000319,0.085129
5.224226,-0.000285,0.085270
5.226200,-0.000373,0.085460
5.228208,-0.000400,0.085531
5.230204,-0.000367,0.085711
5.232203,-0.000364,0.085902
5.234262,-0.000412,0.086029
5.236199,-0.000488,0.086108
5.238236,-0.000389,0.086142
5.240203,-0.000426,0.086174
5.242197,-0.000462,0.086181
5.244220,-0.000579,0.086124
5.246212,-0.000548,0.086199
5.248198,-0.000571,0.086221
5.250369,-0.000595,0.086230
5.252177,-0.000654,0.086254
5.254012,-0.000661,0.086318
5.256244,-0.000604,0.086179
5.258194,-0.000592,0.086084
5.260210,-0.000532,0.085987
5.262196,-0.000600,0.085817
5.264005,-0.000576,0.085756
5.266248,-0.000608,0.085680
5.268196,-0.000546,0.085572
5.270201,-0.000560,0.085507
5.272203,-0.000559,0.085416
5.274346,-0.000551,0.085290
5.276246,-0.000423,0.085231
5.278055,-0.000452,0.085063
5.280284,-0.000436,0.084873
5.282174,-0.000418,0.084727
5.284255,-0.000440,0.084551
5.286199,-0.000396,0.084221
5.288205,-0.000375,0.084001
5.290207,-0.000378,0.083714
5.292201,-0.000382,0.083407
5.294210,-0.000375,0.083150
5.296197,-0.000452,0.082876
5.298201,-0.000487,0.082589
5.300097,-0.000437,0.082184
5.302069,-0.000363,0.081832
5.304207,-0.000458,0.081518
5.306010,-0.000454,0.081104
5.308224,-0.000357,0.080707
5.310200,-0.000352,0.080398
5.312203,-0.000395,0.079943
5.314210,-0.000492,0.079596
5.316229,-0.000595,0.079106
5.318194,-0.000550,0.078612
5.320208,-0.000647,0.078125
5.322204,-0.000606,0.077523
5.324214,-0.000572,0.077076
5.326218,-0.000533,0.076566
5.328199,-0.000556,0.076033
5.330202,-0.000625,0.075589
5.332206,-0.000612,0.075061
